SubID,StudyTrial,TestTrial,Run,Valence,SoundID,ObjID,SceneID,ColStudy,SceStudy,Ques1,Ques2,ColTest,SceneTest,SoundResponse,SoundRT,SoundCorrect,SoundConfidence,ColResp,ColRT,SceneResp,SceneRT,ColError,SceError,ColAbsError,SceAbsError,onsetEncoding,TotalEncodingTrial
20,143,124,6,Negative,2,144,2,36,117,2,1,306,309,2,0.579507557,1,0,228,3.566586303,174,-1,-168,57,168,57,155.0033213,2063
20,144,133,6,Neutral,9,89,3,219,297,2,1,6,231,4,0.531109335,1,1,207,2.734752964,294,5.021987824,-12,-3,12,3,162.0176807,2064
21,1,7,1,Negative,2,139,5,12,225,2,1,21,48,1,0.546613522,1,1,21,0.981167298,147,-1,9,-78,9,78,1.014455159,2065
21,2,13,1,Neutral,10,79,1,30,165,1,2,156,132,4,0.630554787,1,1,6,2.828478904,195,1.277373542,-24,30,24,30,8.012171064,2066
21,3,21,1,Negative,1,90,6,273,120,2,1,315,297,2,0.832989973,1,0,255,2.974880665,69,3.208193284,-18,-51,18,51,15.00988973,2067
21,4,4,1,Negative,2,94,3,180,27,2,1,249,201,2,1.55333745,1,0,210,4.461311372,156,4.436207555,30,129,30,129,22.00757926,2068
21,5,22,1,Negative,1,46,4,111,321,2,1,324,54,1,1.058714477,1,1,147,2.940934957,330,3.85164064,36,9,36,9,29.00529854,2069
21,6,12,1,Negative,4,29,6,168,183,1,2,168,39,4,0.619381612,0,1,3,4.935425965,21,3.568782889,-165,-162,165,162,36.00298618,2070
21,7,8,1,Neutral,9,14,2,342,198,2,1,54,33,4,0.639210948,1,1,12,3.737725141,186,4.61549935,30,-12,30,12,43.01737408,2071
21,8,11,1,Neutral,7,55,5,294,135,1,2,312,249,2,1.148783432,0,0,315,2.9393182,153,4.277827177,21,18,21,18,50.01506299,2072
21,9,2,1,Neutral,11,142,5,111,24,2,1,342,288,3,1.825915479,1,0,120,1.679945922,288,5.149389358,9,-96,9,96,57.01279072,2073
