SubID,Run,Trial,ROI,Vox,MeanBeta
sub-s033,1,1,LH_AMYG,98.3673469387755,1.41859419166238
sub-s033,1,2,LH_AMYG,98.3673469387755,-0.544618871928622
sub-s033,1,3,LH_AMYG,98.3673469387755,1.54030303725068
sub-s033,1,4,LH_AMYG,98.3673469387755,1.32801715689576
sub-s033,1,5,LH_AMYG,98.3673469387755,-1.9606558457983
sub-s033,1,6,LH_AMYG,98.3673469387755,0.273150556546895
sub-s033,1,7,LH_AMYG,98.3673469387755,2.20085451192381
sub-s033,1,8,LH_AMYG,98.3673469387755,-1.91699875629975
sub-s033,1,9,LH_AMYG,98.3673469387755,-2.23137933238413
sub-s033,1,10,LH_AMYG,98.3673469387755,4.12840980102783
sub-s033,1,11,LH_AMYG,98.3673469387755,-0.00953142239839704
sub-s033,1,12,LH_AMYG,98.3673469387755,-0.196833314180869
sub-s033,1,13,LH_AMYG,98.3673469387755,-3.44162795419855
sub-s033,1,14,LH_AMYG,98.3673469387755,0.210022033281099
sub-s033,1,15,LH_AMYG,98.3673469387755,1.60400887056258
sub-s033,1,16,LH_AMYG,98.3673469387755,0.341169492090391
sub-s033,1,17,LH_AMYG,98.3673469387755,-1.97612624864299
sub-s033,1,18,LH_AMYG,98.3673469387755,-1.92126911133528
sub-s033,1,19,LH_AMYG,98.3673469387755,1.71788398468581
sub-s033,1,20,LH_AMYG,98.3673469387755,1.52216725106278
sub-s033,1,21,LH_AMYG,98.3673469387755,1.48085800579969
sub-s033,1,22,LH_AMYG,98.3673469387755,-0.760164943597129
sub-s033,1,23,LH_AMYG,98.3673469387755,-1.69026063020917
sub-s033,1,24,LH_AMYG,98.3673469387755,-1.99499781077334
sub-s033,2,1,LH_AMYG,98.3673469387755,2.81090935505154
sub-s033,2,2,LH_AMYG,98.3673469387755,1.75334614656742
sub-s033,2,3,LH_AMYG,98.3673469387755,1.0608548943361
sub-s033,2,4,LH_AMYG,98.3673469387755,3.05605780385837
sub-s033,2,5,LH_AMYG,98.3673469387755,2.80518424204895
sub-s033,2,6,LH_AMYG,98.3673469387755,-0.157499004062652
sub-s033,2,7,LH_AMYG,98.3673469387755,2.49347979828901
sub-s033,2,8,LH_AMYG,98.3673469387755,3.65456593472557
sub-s033,2,9,LH_AMYG,98.3673469387755,0.383342142765607
sub-s033,2,10,LH_AMYG,98.3673469387755,0.302522610826611
sub-s033,2,11,LH_AMYG,98.3673469387755,2.89391710932649
sub-s033,2,12,LH_AMYG,98.3673469387755,0.364274939939503
sub-s033,2,13,LH_AMYG,98.3673469387755,2.69646281238908
sub-s033,2,14,LH_AMYG,98.3673469387755,-1.29006489625981
sub-s033,2,15,LH_AMYG,98.3673469387755,5.02948572629429
sub-s033,2,16,LH_AMYG,98.3673469387755,0.639390231299512
sub-s033,2,17,LH_AMYG,98.3673469387755,3.32677268985025
sub-s033,2,18,LH_AMYG,98.3673469387755,2.34474323621924
