SubID,Trial,ROI,nVox,MeanBeta
sub-s028,1,LH_AMYG,245,5.22177251600185
sub-s028,2,LH_AMYG,245,1.83536429162118
sub-s028,3,LH_AMYG,245,-0.770731372962117
sub-s028,4,LH_AMYG,245,1.47754612954295
sub-s028,5,LH_AMYG,245,0.88389505705207
sub-s028,6,LH_AMYG,245,-2.63770741964785
sub-s028,7,LH_AMYG,245,1.92095374978927
sub-s028,8,LH_AMYG,245,2.77590042748013
sub-s028,9,LH_AMYG,245,0.0327643710739759
sub-s028,10,LH_AMYG,245,2.12955108903805
sub-s028,11,LH_AMYG,245,1.43661384255606
sub-s028,12,LH_AMYG,245,1.23549238241145
sub-s028,13,LH_AMYG,245,-0.882197785529555
sub-s028,14,LH_AMYG,245,2.80059017405456
sub-s028,15,LH_AMYG,245,3.02562166668323
sub-s028,16,LH_AMYG,245,1.889348768823
sub-s028,17,LH_AMYG,245,-0.633405980011638
sub-s028,18,LH_AMYG,245,1.12513550668955
sub-s028,19,LH_AMYG,245,-0.684151650873982
sub-s028,20,LH_AMYG,245,2.12489957890796
sub-s028,21,LH_AMYG,245,0.400426383996953
sub-s028,22,LH_AMYG,245,-0.41778300769475
sub-s028,23,LH_AMYG,245,2.98280725839111
sub-s028,24,LH_AMYG,245,2.11117985808119
sub-s028,25,LH_AMYG,245,2.36236035544045
sub-s028,26,LH_AMYG,245,2.83662819175088
sub-s028,27,LH_AMYG,245,-0.375429236919296
sub-s028,28,LH_AMYG,245,-1.88119081891313
sub-s028,29,LH_AMYG,245,0.294841530223434
sub-s028,30,LH_AMYG,245,1.8111764968658
sub-s028,31,LH_AMYG,245,4.36515244659112
sub-s028,32,LH_AMYG,245,2.11217779276931
sub-s028,33,LH_AMYG,245,1.6931568766735
sub-s028,34,LH_AMYG,245,-0.242544106318026
sub-s028,35,LH_AMYG,245,1.02653186635247
sub-s028,36,LH_AMYG,245,0.694460736279737
sub-s028,37,LH_AMYG,245,1.48064962482574
sub-s028,38,LH_AMYG,245,0.968617212498675
sub-s028,39,LH_AMYG,245,0.344549019117745
sub-s028,40,LH_AMYG,245,4.18647318117473
sub-s028,41,LH_AMYG,245,1.70940379549046
sub-s028,42,LH_AMYG,245,-0.190054337467466
sub-s028,43,LH_AMYG,245,2.6216813886196
sub-s028,44,LH_AMYG,245,1.61746613799157
sub-s028,45,LH_AMYG,245,-1.59750835955219
sub-s028,46,LH_AMYG,245,1.0012667722962
sub-s028,47,LH_AMYG,245,3.91967734554592
sub-s028,48,LH_AMYG,245,1.70243620519735
sub-s028,49,LH_AMYG,245,2.43776712406389
sub-s028,50,LH_AMYG,245,-0.753438556027047
sub-s028,51,LH_AMYG,245,-1.18879913268041
sub-s028,52,LH_AMYG,245,0.0533739533959603
sub-s028,53,LH_AMYG,245,2.49159677469609
sub-s028,54,LH_AMYG,245,-1.31479978584209
sub-s028,55,LH_AMYG,245,-1.84240733578193
sub-s028,56,LH_AMYG,245,0.30313674661578
sub-s028,57,LH_AMYG,245,-1.72663419386562
sub-s028,58,LH_AMYG,245,3.84210690974581
sub-s028,59,LH_AMYG,245,1.44372359097612
sub-s028,60,LH_AMYG,245,1.54820753062258
sub-s028,61,LH_AMYG,245,0.341273467079261
sub-s028,62,LH_AMYG,245,0.620008359514937
sub-s028,63,LH_AMYG,245,0.308354671694794
sub-s028,64,LH_AMYG,245,-0.302246384413875
sub-s028,65,LH_AMYG,245,-0.200518303254277
sub-s028,66,LH_AMYG,245,-3.05060099667432
sub-s028,67,LH_AMYG,245,-1.03768415657841
sub-s028,68,LH_AMYG,245,0.468792186099656
sub-s028,69,LH_AMYG,245,0.792134212535255
sub-s028,70,LH_AMYG,245,1.7360475395407
sub-s028,71,LH_AMYG,245,0.229099955440176
sub-s028,72,LH_AMYG,245,0.832866613597286
sub-s028,73,LH_AMYG,245,-0.312750598514567
sub-s028,74,LH_AMYG,245,-1.85687260250656
sub-s028,75,LH_AMYG,245,0.399281010639911
sub-s028,76,LH_AMYG,245,1.14293415485596
sub-s028,77,LH_AMYG,245,-2.51681295064639
sub-s028,78,LH_AMYG,245,0.313987748659387
sub-s028,79,LH_AMYG,245,-4.04963290393353
sub-s028,80,LH_AMYG,245,1.95157110979971
sub-s028,81,LH_AMYG,245,0.857481478975744
sub-s028,82,LH_AMYG,245,3.8499596954563
sub-s028,83,LH_AMYG,245,-2.53795107184928
sub-s028,84,LH_AMYG,245,-0.203483980225057
sub-s028,85,LH_AMYG,245,0.798781187467429
sub-s028,86,LH_AMYG,245,0.384465293130096
sub-s028,87,LH_AMYG,245,-2.52730051479777
sub-s028,88,LH_AMYG,245,2.90694427399003
sub-s028,89,LH_AMYG,245,0.880161396931021
sub-s028,90,LH_AMYG,245,-1.35349947244537
sub-s028,91,LH_AMYG,245,-1.01420043025698
sub-s028,92,LH_AMYG,245,0.771201326226702
sub-s028,93,LH_AMYG,245,0.305296668775228
sub-s028,94,LH_AMYG,245,2.22554828860626
sub-s028,95,LH_AMYG,245,-2.47060245540829
sub-s028,96,LH_AMYG,245,0.946821605520589
sub-s028,97,LH_AMYG,245,2.16857011397274
sub-s028,98,LH_AMYG,245,-0.775883718868908
sub-s028,99,LH_AMYG,245,0.627179538264719
sub-s028,100,LH_AMYG,245,1.71277389234426
sub-s028,101,LH_AMYG,245,1.62789480771337
sub-s028,102,LH_AMYG,245,-0.240281361674092
sub-s028,103,LH_AMYG,245,0.575371367651589
sub-s028,104,LH_AMYG,245,-0.0568344350980253
sub-s028,105,LH_AMYG,245,5.86403615064159
sub-s028,106,LH_AMYG,245,2.29960393967981
sub-s028,107,LH_AMYG,245,1.59844761201423
sub-s028,108,LH_AMYG,245,0.75533845277161
sub-s028,109,LH_AMYG,245,1.66800750168611
sub-s028,110,LH_AMYG,245,1.06920604273981
sub-s028,111,LH_AMYG,245,1.75978163930835
sub-s028,112,LH_AMYG,245,4.59611692312269
sub-s028,113,LH_AMYG,245,-0.164568782050391
sub-s028,114,LH_AMYG,245,2.26395238616637
sub-s028,115,LH_AMYG,245,2.71893837464099
sub-s028,116,LH_AMYG,245,0.131332290712364
sub-s028,117,LH_AMYG,245,-0.236071712812599
sub-s028,118,LH_AMYG,245,-0.0219235590526036
sub-s028,119,LH_AMYG,245,3.52820095647963
sub-s028,120,LH_AMYG,245,2.51304280766647
sub-s028,121,LH_AMYG,245,-2.96051768946404
sub-s028,122,LH_AMYG,245,8.35760895221361
sub-s028,123,LH_AMYG,245,-1.76137228338618
sub-s028,124,LH_AMYG,245,-0.0426376700401306
sub-s028,125,LH_AMYG,245,-1.04844163808287
sub-s028,126,LH_AMYG,245,-2.64403429594347
sub-s028,127,LH_AMYG,245,0.378803861886263
sub-s028,128,LH_AMYG,245,-0.0229227279521981
sub-s028,129,LH_AMYG,245,-1.17928577625022
sub-s028,130,LH_AMYG,245,-0.511640879359781
sub-s028,131,LH_AMYG,245,0.347400060554548
sub-s028,132,LH_AMYG,245,-1.49187002629232
sub-s028,133,LH_AMYG,245,3.88424412979155
sub-s028,134,LH_AMYG,245,-1.83903470805713
sub-s028,135,LH_AMYG,245,1.77120271385932
sub-s028,136,LH_AMYG,245,-4.65412374704468
sub-s028,137,LH_AMYG,245,0.57591685459626
sub-s028,138,LH_AMYG,245,-2.61897710318468
sub-s028,139,LH_AMYG,245,-3.26778192386335
sub-s028,140,LH_AMYG,245,0.734567747652835
sub-s028,141,LH_AMYG,245,-1.75826027469177
sub-s028,142,LH_AMYG,245,2.46037301105846
sub-s028,143,LH_AMYG,245,-1.15174608752131
sub-s028,144,LH_AMYG,245,-2.91383955892251
sub-s028,1,RH_AMYG,279,3.62109015228089
sub-s028,2,RH_AMYG,279,1.5990989733943
sub-s028,3,RH_AMYG,279,0.178494457726277
sub-s028,4,RH_AMYG,279,-0.909571347831612
sub-s028,5,RH_AMYG,279,-0.066668260989437
sub-s028,6,RH_AMYG,279,-2.42535013509213
sub-s028,7,RH_AMYG,279,1.54498021730045
sub-s028,8,RH_AMYG,279,-1.05991665482201
sub-s028,9,RH_AMYG,279,2.56039453129615
sub-s028,10,RH_AMYG,279,-0.423300128473523
sub-s028,11,RH_AMYG,279,1.51300753464782
sub-s028,12,RH_AMYG,279,0.0962173409733294
sub-s028,13,RH_AMYG,279,-0.547750224776593
sub-s028,14,RH_AMYG,279,-0.34199435437452
sub-s028,15,RH_AMYG,279,4.88250729787133
sub-s028,16,RH_AMYG,279,0.436789188093396
sub-s028,17,RH_AMYG,279,-2.29784624951501
sub-s028,18,RH_AMYG,279,-0.149901714669974
sub-s028,19,RH_AMYG,279,-1.96235802625456
sub-s028,20,RH_AMYG,279,-1.23624837120801
sub-s028,21,RH_AMYG,279,2.20701069083051
sub-s028,22,RH_AMYG,279,1.03404121173673
sub-s028,23,RH_AMYG,279,1.86491993160444
sub-s028,24,RH_AMYG,279,0.296139640913856
sub-s028,25,RH_AMYG,279,2.57669323163381
sub-s028,26,RH_AMYG,279,0.310173671719314
sub-s028,27,RH_AMYG,279,-0.295287911236073
sub-s028,28,RH_AMYG,279,-1.7268563815022
sub-s028,29,RH_AMYG,279,0.341260406292147
sub-s028,30,RH_AMYG,279,1.64129474974741
sub-s028,31,RH_AMYG,279,2.34535586820602
sub-s028,32,RH_AMYG,279,0.762732858031881
sub-s028,33,RH_AMYG,279,1.16393487522626
sub-s028,34,RH_AMYG,279,-0.431020511524572
sub-s028,35,RH_AMYG,279,1.24478467922377
sub-s028,36,RH_AMYG,279,1.00076401611209
sub-s028,37,RH_AMYG,279,1.68083308491101
sub-s028,38,RH_AMYG,279,1.31430638277082
sub-s028,39,RH_AMYG,279,1.37089984287177
sub-s028,40,RH_AMYG,279,1.65739740807843
sub-s028,41,RH_AMYG,279,0.186260119307533
sub-s028,42,RH_AMYG,279,-0.162725733900209
sub-s028,43,RH_AMYG,279,-0.607890540423493
sub-s028,44,RH_AMYG,279,0.765085076612811
sub-s028,45,RH_AMYG,279,2.09637113637875
sub-s028,46,RH_AMYG,279,1.95917103404854
sub-s028,47,RH_AMYG,279,1.42532291464294
sub-s028,48,RH_AMYG,279,-1.33366170765892
sub-s028,49,RH_AMYG,279,2.63886861899687
sub-s028,50,RH_AMYG,279,-1.00907143779553
sub-s028,51,RH_AMYG,279,0.219666088967981
sub-s028,52,RH_AMYG,279,1.33607727019483
sub-s028,53,RH_AMYG,279,2.4331982224699
sub-s028,54,RH_AMYG,279,0.795204212455126
sub-s028,55,RH_AMYG,279,0.905496894545506
sub-s028,56,RH_AMYG,279,-0.707651294231307
sub-s028,57,RH_AMYG,279,1.10720690031366
sub-s028,58,RH_AMYG,279,2.56628636695364
sub-s028,59,RH_AMYG,279,2.58230523745059
sub-s028,60,RH_AMYG,279,1.09149321753492
sub-s028,61,RH_AMYG,279,1.55789479119269
sub-s028,62,RH_AMYG,279,0.4024177015255
sub-s028,63,RH_AMYG,279,2.38173368303472
sub-s028,64,RH_AMYG,279,0.832649496747815
