SubID,Run,Trial,Segment,Beta
sub-s022,1,1,Anterior,0.274793921513596
sub-s022,1,2,Anterior,0.445784921693778
sub-s022,1,3,Anterior,-4.45104978625712
sub-s022,1,4,Anterior,-3.86259783219229
sub-s022,1,5,Anterior,-0.0645526460247484
sub-s022,1,6,Anterior,-1.19355432671091
sub-s022,1,7,Anterior,1.72532923966043
sub-s022,1,8,Anterior,-3.42147178489428
sub-s022,1,9,Anterior,-4.67975132040649
sub-s022,1,10,Anterior,-0.214520662906108
sub-s022,1,11,Anterior,0.0388619318332991
sub-s022,1,12,Anterior,-0.519140722222536
sub-s022,1,13,Anterior,1.03135338467866
sub-s022,1,14,Anterior,0.0680295503453204
sub-s022,1,15,Anterior,-0.111768955010393
sub-s022,1,16,Anterior,-2.87608431033066
sub-s022,1,17,Anterior,-3.38536169600149
sub-s022,1,18,Anterior,1.27116520099176
sub-s022,1,19,Anterior,-2.97123448384798
sub-s022,1,20,Anterior,1.88057774148489
sub-s022,1,21,Anterior,-3.23041451627366
sub-s022,1,22,Anterior,0.150474719974676
sub-s022,1,23,Anterior,-2.62577513451518
sub-s022,1,24,Anterior,-0.206244490239468
sub-s022,2,1,Anterior,-1.48947777264273
sub-s022,2,2,Anterior,0.0207798985787007
sub-s022,2,3,Anterior,-0.0947548196413498
sub-s022,2,4,Anterior,2.23404492429544
sub-s022,2,5,Anterior,4.6568349805144
sub-s022,2,6,Anterior,2.35452983163388
sub-s022,2,7,Anterior,-1.70870453324395
sub-s022,2,8,Anterior,-0.867504853272607
sub-s022,2,9,Anterior,0.60334402117652
sub-s022,2,10,Anterior,1.03097612723361
sub-s022,2,11,Anterior,1.49177926217737
sub-s022,2,12,Anterior,-0.893824384913512
sub-s022,2,13,Anterior,-1.42532861219184
sub-s022,2,14,Anterior,3.45854155022862
sub-s022,2,15,Anterior,2.28243367487814
sub-s022,2,16,Anterior,4.98040808486914
sub-s022,2,17,Anterior,-2.06512516724919
sub-s022,2,18,Anterior,1.99406189905849
sub-s022,2,19,Anterior,0.139834487848436
sub-s022,2,20,Anterior,-1.48408865507858
sub-s022,2,21,Anterior,4.95796270418143
sub-s022,2,22,Anterior,-0.120605443713636
sub-s022,2,23,Anterior,2.55177159200192
sub-s022,2,24,Anterior,0.45049634352628
sub-s022,3,1,Anterior,-2.36553004305614
sub-s022,3,2,Anterior,-3.0695565179111
sub-s022,3,3,Anterior,-3.49326030519387
sub-s022,3,4,Anterior,-5.56728092044109
sub-s022,3,5,Anterior,1.06545282752528
sub-s022,3,6,Anterior,-0.60666517179218
sub-s022,3,7,Anterior,-2.91685371479464
sub-s022,3,8,Anterior,1.24607439882118
sub-s022,3,9,Anterior,-5.98899346894702
sub-s022,3,10,Anterior,-1.99864008950318
sub-s022,3,11,Anterior,-3.41166152158066
sub-s022,3,12,Anterior,-1.40308850026324
sub-s022,3,13,Anterior,-4.31004103910374
sub-s022,3,14,Anterior,-0.194081488830841
sub-s022,3,15,Anterior,0.268183241066662
sub-s022,3,16,Anterior,-3.91383510276012
sub-s022,3,17,Anterior,-0.767602823931075
sub-s022,3,18,Anterior,2.61733104015591
sub-s022,3,19,Anterior,-0.593161279493981
sub-s022,3,20,Anterior,-1.78020915352864
sub-s022,3,21,Anterior,-3.42093539557718
sub-s022,3,22,Anterior,-0.353091961760753
sub-s022,3,23,Anterior,-3.16599504111206
sub-s022,3,24,Anterior,-5.23012578614086
sub-s022,4,1,Anterior,-0.116843378208794
sub-s022,4,2,Anterior,-1.00408867571639
sub-s022,4,3,Anterior,-5.45263314331591
sub-s022,4,4,Anterior,-4.27818086926603
sub-s022,4,5,Anterior,-0.6798995069345
sub-s022,4,6,Anterior,1.61682530797204
sub-s022,4,7,Anterior,-0.0410140628590878
sub-s022,4,8,Anterior,-3.75846250460819
sub-s022,4,9,Anterior,-3.83881065472659
sub-s022,4,10,Anterior,-0.942131342306009
sub-s022,4,11,Anterior,0.315971200524071
sub-s022,4,12,Anterior,0.0840146948813427
sub-s022,4,13,Anterior,2.17588615915191
sub-s022,4,14,Anterior,-1.17927619057749
sub-s022,4,15,Anterior,-3.33584902420836
sub-s022,4,16,Anterior,-0.562699236094514
sub-s022,4,17,Anterior,-5.34593777967851
sub-s022,4,18,Anterior,-2.20989278284786
sub-s022,4,19,Anterior,-2.33813818432542
sub-s022,4,20,Anterior,-2.9207799333159
sub-s022,4,21,Anterior,-1.66730576236299
sub-s022,4,22,Anterior,6.98494435475785
sub-s022,4,23,Anterior,-3.83779220025127
sub-s022,4,24,Anterior,-3.53470802278096
sub-s022,5,1,Anterior,2.05259364199361
sub-s022,5,2,Anterior,0.879757067874858
sub-s022,5,3,Anterior,-0.670521268266657
sub-s022,5,4,Anterior,-0.565996388727535
