SubID,Run,Trial,Segment,Beta
sub-s004,1,1,Anterior,-1.54097638416849
sub-s004,1,2,Anterior,-1.7173209669143
sub-s004,1,3,Anterior,-2.33709044098854
sub-s004,1,4,Anterior,0.330700192674994
sub-s004,1,5,Anterior,1.16999767763913
sub-s004,1,6,Anterior,-2.77725047045946
sub-s004,1,7,Anterior,-2.91922992972285
sub-s004,1,8,Anterior,-3.90600449198484
sub-s004,1,9,Anterior,-4.42537787157297
sub-s004,1,10,Anterior,-5.59374350646138
sub-s004,1,11,Anterior,-3.59486387819052
sub-s004,1,12,Anterior,-3.12552356982231
sub-s004,1,13,Anterior,-2.06247064588964
sub-s004,1,14,Anterior,-0.805118602856994
sub-s004,1,15,Anterior,-2.12401558898017
sub-s004,1,16,Anterior,-0.0528613353297114
sub-s004,1,17,Anterior,-0.404030282780528
sub-s004,1,18,Anterior,-1.83786861720681
sub-s004,1,19,Anterior,-2.36627512151003
sub-s004,1,20,Anterior,-2.36044214482605
sub-s004,1,21,Anterior,-3.64219247072563
sub-s004,1,22,Anterior,-3.56210462507606
sub-s004,1,23,Anterior,-2.85919827505946
sub-s004,1,24,Anterior,-2.91746571576595
sub-s004,2,1,Anterior,3.57960896795988
sub-s004,2,2,Anterior,1.35268076908588
sub-s004,2,3,Anterior,3.36275768470764
sub-s004,2,4,Anterior,2.33128293395042
sub-s004,2,5,Anterior,1.51730105208606
sub-s004,2,6,Anterior,0.622982489041984
sub-s004,2,7,Anterior,1.79255633610487
sub-s004,2,8,Anterior,0.999404894240201
sub-s004,2,9,Anterior,0.963779592707753
sub-s004,2,10,Anterior,0.134799284279346
sub-s004,2,11,Anterior,1.91070110167563
sub-s004,2,12,Anterior,2.00326568942517
sub-s004,2,13,Anterior,1.84442455295473
sub-s004,2,14,Anterior,0.183960615232587
sub-s004,2,15,Anterior,3.12034458705783
sub-s004,2,16,Anterior,2.57525890600868
sub-s004,2,17,Anterior,0.869842605896294
sub-s004,2,18,Anterior,3.63410273349285
sub-s004,2,19,Anterior,3.12492526069097
sub-s004,2,20,Anterior,1.39996389338374
sub-s004,2,21,Anterior,0.747222457528114
sub-s004,2,22,Anterior,1.4772325796634
sub-s004,2,23,Anterior,0.755631465658545
sub-s004,2,24,Anterior,-1.44115369043872
sub-s004,3,1,Anterior,-0.0358445646986365
sub-s004,3,2,Anterior,-0.582100020051002
sub-s004,3,3,Anterior,-2.42174421370029
sub-s004,3,4,Anterior,-1.99662838964537
sub-s004,3,5,Anterior,3.84712348872423
sub-s004,3,6,Anterior,-6.24474625068903
sub-s004,3,7,Anterior,1.82678355872631
sub-s004,3,8,Anterior,3.40404002386332
sub-s004,3,9,Anterior,0.0551327340900898
sub-s004,3,10,Anterior,-1.0653643591404
sub-s004,3,11,Anterior,0.81817380373925
sub-s004,3,12,Anterior,0.486618442118168
sub-s004,3,13,Anterior,-3.05186286377907
sub-s004,3,14,Anterior,0.659070520926267
sub-s004,3,15,Anterior,-0.598806275784969
sub-s004,3,16,Anterior,2.33861369456258
sub-s004,3,17,Anterior,0.837135301172733
sub-s004,3,18,Anterior,-0.0817913497388363
sub-s004,3,19,Anterior,0.0028241106569767
sub-s004,3,20,Anterior,0.512606488414109
sub-s004,3,21,Anterior,-0.777434756658447
sub-s004,3,22,Anterior,0.125153528168797
sub-s004,3,23,Anterior,0.693618927538395
sub-s004,3,24,Anterior,0.535295833975077
sub-s004,4,1,Anterior,0.840469422407448
sub-s004,4,2,Anterior,-0.625106897741556
sub-s004,4,3,Anterior,2.19972163166106
sub-s004,4,4,Anterior,3.12309706036746
sub-s004,4,5,Anterior,0.665160671813414
sub-s004,4,6,Anterior,-0.845427916929126
sub-s004,4,7,Anterior,3.70686072176695
sub-s004,4,8,Anterior,0.766206246316433
sub-s004,4,9,Anterior,0.521273575749714
sub-s004,4,10,Anterior,0.788427144676447
sub-s004,4,11,Anterior,0.512496737278998
sub-s004,4,12,Anterior,0.196910202175379
sub-s004,4,13,Anterior,-0.721796311885119
sub-s004,4,14,Anterior,-0.130367261782289
