SubID,Run,Trial,Segment,Beta
sub-s006,1,1,Anterior,-6.18625588419466
sub-s006,1,2,Anterior,-2.88140111241625
sub-s006,1,3,Anterior,0.0495047142299322
sub-s006,1,4,Anterior,-1.96182004262803
sub-s006,1,5,Anterior,-1.5510739890768
sub-s006,1,6,Anterior,-1.11072141490123
sub-s006,1,7,Anterior,-0.640918055224998
sub-s006,1,8,Anterior,-2.44275461894419
sub-s006,1,9,Anterior,-2.22988807734268
sub-s006,1,10,Anterior,-1.7087552515179
sub-s006,1,11,Anterior,-2.15796556019107
sub-s006,1,12,Anterior,-0.712177321857769
sub-s006,1,13,Anterior,-2.33708268031478
sub-s006,1,14,Anterior,-3.69015576569778
sub-s006,1,15,Anterior,-3.69918235144031
sub-s006,1,16,Anterior,-1.32661014167886
sub-s006,1,17,Anterior,-3.7903435074909
sub-s006,1,18,Anterior,-2.0656411078898
sub-s006,1,19,Anterior,-0.540289207663281
sub-s006,1,20,Anterior,-1.45087475329638
sub-s006,1,21,Anterior,-3.38602866451086
sub-s006,1,22,Anterior,-2.98198954525747
sub-s006,1,23,Anterior,1.89504763490034
sub-s006,1,24,Anterior,-2.4827344812498
sub-s006,2,1,Anterior,-1.2409606666242
sub-s006,2,2,Anterior,-1.08058223799474
sub-s006,2,3,Anterior,0.612591698637556
sub-s006,2,4,Anterior,-1.79430031477802
sub-s006,2,5,Anterior,-1.13875053527384
sub-s006,2,6,Anterior,3.09867015322633
sub-s006,2,7,Anterior,0.693883825485644
sub-s006,2,8,Anterior,-2.07741447643712
sub-s006,2,9,Anterior,-0.00171866149524687
sub-s006,2,10,Anterior,4.03031124729618
sub-s006,2,11,Anterior,-2.76245675643205
sub-s006,2,12,Anterior,2.59867168598722
sub-s006,2,13,Anterior,-0.47949574307844
sub-s006,2,14,Anterior,1.14775229972384
sub-s006,2,15,Anterior,-2.71063258290773
sub-s006,2,16,Anterior,-0.365955297220574
sub-s006,2,17,Anterior,0.00427393944036623
sub-s006,2,18,Anterior,0.545982374783289
sub-s006,2,19,Anterior,-2.87173644914801
sub-s006,2,20,Anterior,-2.0442535020411
sub-s006,2,21,Anterior,-0.289961684691279
sub-s006,2,22,Anterior,-1.40286390792186
sub-s006,2,23,Anterior,4.79682830440612
sub-s006,2,24,Anterior,-0.517966314743043
sub-s006,3,1,Anterior,-1.77165325534971
sub-s006,3,2,Anterior,-2.88448897951286
sub-s006,3,3,Anterior,-4.14628935626403
sub-s006,3,4,Anterior,-5.42202119908563
sub-s006,3,5,Anterior,-2.55381667553655
sub-s006,3,6,Anterior,-0.0506097247507348
sub-s006,3,7,Anterior,-0.846568180361257
sub-s006,3,8,Anterior,-0.128950567606852
sub-s006,3,9,Anterior,-2.35904106539995
sub-s006,3,10,Anterior,-3.68669046386242
sub-s006,3,11,Anterior,-2.20758901683893
sub-s006,3,12,Anterior,-3.28247483291848
sub-s006,3,13,Anterior,-0.771852974647935
sub-s006,3,14,Anterior,-1.18207316412798
sub-s006,3,15,Anterior,-2.08567811518546
