SubID,Run,Trial,ROI,Vox,MeanBeta
sub-s032,1,1,LH_AMYG,98.7755102040816,-2.38889501721036
sub-s032,1,2,LH_AMYG,98.7755102040816,-0.782819256679086
sub-s032,1,3,LH_AMYG,98.7755102040816,0.221905147179592
sub-s032,1,4,LH_AMYG,98.7755102040816,1.95026794734819
sub-s032,1,5,LH_AMYG,98.7755102040816,-1.26353794601092
sub-s032,1,6,LH_AMYG,98.7755102040816,-0.599401480617379
sub-s032,1,7,LH_AMYG,98.7755102040816,-0.93746646504449
sub-s032,1,8,LH_AMYG,98.7755102040816,0.575111198616176
sub-s032,1,9,LH_AMYG,98.7755102040816,0.365694699562655
sub-s032,1,10,LH_AMYG,98.7755102040816,-1.53883957163977
sub-s032,1,11,LH_AMYG,98.7755102040816,-1.42269558105464
sub-s032,1,12,LH_AMYG,98.7755102040816,0.896683615355268
sub-s032,1,13,LH_AMYG,98.7755102040816,-2.98853898343961
sub-s032,1,14,LH_AMYG,98.7755102040816,2.43589883508576
sub-s032,1,15,LH_AMYG,98.7755102040816,1.25286856069699
sub-s032,1,16,LH_AMYG,98.7755102040816,-2.59864363177441
sub-s032,1,17,LH_AMYG,98.7755102040816,0.382097489392954
sub-s032,1,18,LH_AMYG,98.7755102040816,0.553819665015667
sub-s032,1,19,LH_AMYG,98.7755102040816,-3.14199270186792
sub-s032,1,20,LH_AMYG,98.7755102040816,0.666988813356797
sub-s032,1,21,LH_AMYG,98.7755102040816,1.8445607264303
sub-s032,1,22,LH_AMYG,98.7755102040816,-4.16492247409072
sub-s032,1,23,LH_AMYG,98.7755102040816,-0.0438642168710054
sub-s032,1,24,LH_AMYG,98.7755102040816,1.62696921006461
sub-s032,2,1,LH_AMYG,98.7755102040816,-2.48462106069369
sub-s032,2,2,LH_AMYG,98.7755102040816,-0.467698707006687
sub-s032,2,3,LH_AMYG,98.7755102040816,-1.79811845599743
sub-s032,2,4,LH_AMYG,98.7755102040816,-1.52217741056599
sub-s032,2,5,LH_AMYG,98.7755102040816,1.5742447748203
sub-s032,2,6,LH_AMYG,98.7755102040816,0.637679954051725
sub-s032,2,7,LH_AMYG,98.7755102040816,0.73304054633645
sub-s032,2,8,LH_AMYG,98.7755102040816,-1.70755402004916
sub-s032,2,9,LH_AMYG,98.7755102040816,-1.54453612086633
sub-s032,2,10,LH_AMYG,98.7755102040816,1.2113238274089
sub-s032,2,11,LH_AMYG,98.7755102040816,0.993097981515009
sub-s032,2,12,LH_AMYG,98.7755102040816,-0.381109275591506
sub-s032,2,13,LH_AMYG,98.7755102040816,-3.15067829145503
sub-s032,2,14,LH_AMYG,98.7755102040816,-1.24691732541835
sub-s032,2,15,LH_AMYG,98.7755102040816,-3.45110596861105
sub-s032,2,16,LH_AMYG,98.7755102040816,0.218930709514428
sub-s032,2,17,LH_AMYG,98.7755102040816,0.274782828293925
sub-s032,2,18,LH_AMYG,98.7755102040816,0.716063146133068
sub-s032,2,19,LH_AMYG,98.7755102040816,0.196762875430594
sub-s032,2,20,LH_AMYG,98.7755102040816,0.289917131593405
sub-s032,2,21,LH_AMYG,98.7755102040816,1.75922266384664
sub-s032,2,22,LH_AMYG,98.7755102040816,-3.4560734661246
sub-s032,2,23,LH_AMYG,98.7755102040816,-2.31175584475364
sub-s032,2,24,LH_AMYG,98.7755102040816,0.17708488957079
sub-s032,3,1,LH_AMYG,98.7755102040816,-2.81977279927612
sub-s032,3,2,LH_AMYG,98.7755102040816,-1.50930433764222
sub-s032,3,3,LH_AMYG,98.7755102040816,3.75891873720756
sub-s032,3,4,LH_AMYG,98.7755102040816,0.363480384330735
sub-s032,3,5,LH_AMYG,98.7755102040816,1.89015791402776
sub-s032,3,6,LH_AMYG,98.7755102040816,2.84136834796056
sub-s032,3,7,LH_AMYG,98.7755102040816,-0.184976353621772
sub-s032,3,8,LH_AMYG,98.7755102040816,-0.22143142086777
sub-s032,3,9,LH_AMYG,98.7755102040816,2.5693865189375
sub-s032,3,10,LH_AMYG,98.7755102040816,1.49304500919544
sub-s032,3,11,LH_AMYG,98.7755102040816,-1.27130481366776
sub-s032,3,12,LH_AMYG,98.7755102040816,1.01400613895625
sub-s032,3,13,LH_AMYG,98.7755102040816,-1.09523679751687
sub-s032,3,14,LH_AMYG,98.7755102040816,3.0532030931266
sub-s032,3,15,LH_AMYG,98.7755102040816,-1.87985198077345
sub-s032,3,16,LH_AMYG,98.7755102040816,-1.65372082192358
sub-s032,3,17,LH_AMYG,98.7755102040816,-2.05257269173614
sub-s032,3,18,LH_AMYG,98.7755102040816,1.70599145619276
sub-s032,3,19,LH_AMYG,98.7755102040816,3.96942296562609
sub-s032,3,20,LH_AMYG,98.7755102040816,-0.69226891889183
sub-s032,3,21,LH_AMYG,98.7755102040816,1.30205078964884
sub-s032,3,22,LH_AMYG,98.7755102040816,0.494996064704312
sub-s032,3,23,LH_AMYG,98.7755102040816,-1.75808042293984
sub-s032,3,24,LH_AMYG,98.7755102040816,4.02372044349505
sub-s032,4,1,LH_AMYG,98.7755102040816,1.67622156955363
sub-s032,4,2,LH_AMYG,98.7755102040816,1.35801158209662
sub-s032,4,3,LH_AMYG,98.7755102040816,3.81862653859637
sub-s032,4,4,LH_AMYG,98.7755102040816,2.30199242589518
sub-s032,4,5,LH_AMYG,98.7755102040816,-2.9586676025132
sub-s032,4,6,LH_AMYG,98.7755102040816,-0.8644496372416
sub-s032,4,7,LH_AMYG,98.7755102040816,-0.646766270703274
