SubID,Run,Trial,Segment,Beta
sub-s002,1,1,Anterior,0.457381770964938
sub-s002,1,2,Anterior,-3.476755937765
sub-s002,1,3,Anterior,1.31782234595855
sub-s002,1,4,Anterior,2.36362898192908
sub-s002,1,5,Anterior,2.64051671350292
sub-s002,1,6,Anterior,-1.05893229497106
sub-s002,1,7,Anterior,-0.356275634923083
sub-s002,1,8,Anterior,1.53092589751188
sub-s002,1,9,Anterior,1.07234012841168
sub-s002,1,10,Anterior,-0.942516152946814
sub-s002,1,11,Anterior,2.19371485836834
sub-s002,1,12,Anterior,1.75975680640835
sub-s002,1,13,Anterior,-1.00435221629587
sub-s002,1,14,Anterior,2.12967290190852
sub-s002,1,15,Anterior,-0.741863555572776
sub-s002,1,16,Anterior,4.04895697173621
sub-s002,1,17,Anterior,3.28904156091242
sub-s002,1,18,Anterior,-1.83320139045356
sub-s002,1,19,Anterior,-0.559206641516705
sub-s002,1,20,Anterior,-2.72417821074546
sub-s002,1,21,Anterior,2.34999323238125
sub-s002,1,22,Anterior,3.08537970453139
sub-s002,1,23,Anterior,0.684779702651839
sub-s002,1,24,Anterior,3.4238094770112
sub-s002,2,1,Anterior,-1.70464391315635
sub-s002,2,2,Anterior,-1.36638321491479
sub-s002,2,3,Anterior,-1.07065615965891
sub-s002,2,4,Anterior,-2.55292872629064
sub-s002,2,5,Anterior,-0.456452713291413
sub-s002,2,6,Anterior,-2.98788104695362
sub-s002,2,7,Anterior,-0.672993019886828
sub-s002,2,8,Anterior,-2.04952416161399
sub-s002,2,9,Anterior,-3.5111653770995
sub-s002,2,10,Anterior,0.0454081738224396
sub-s002,2,11,Anterior,0.166751643001792
sub-s002,2,12,Anterior,-2.95466680378325
sub-s002,2,13,Anterior,-4.49173861748053
sub-s002,2,14,Anterior,-0.186892242928748
sub-s002,2,15,Anterior,-0.133993390253802
sub-s002,2,16,Anterior,-1.67971704695148
sub-s002,2,17,Anterior,-0.242945200609051
sub-s002,2,18,Anterior,-1.79408595385218
sub-s002,2,19,Anterior,0.813917961529633
sub-s002,2,20,Anterior,-0.997049201596604
sub-s002,2,21,Anterior,-5.53096004264799
sub-s002,2,22,Anterior,-3.97930844274429
sub-s002,2,23,Anterior,1.33181695666481
sub-s002,2,24,Anterior,0.567479957935781
sub-s002,3,1,Anterior,-3.10773241136841
sub-s002,3,2,Anterior,-3.82062250175155
sub-s002,3,3,Anterior,-3.45818132087815
sub-s002,3,4,Anterior,-4.2332009498769
sub-s002,3,5,Anterior,-1.28165246395447
sub-s002,3,6,Anterior,-0.599676200614767
sub-s002,3,7,Anterior,-2.44059775413772
sub-s002,3,8,Anterior,-3.33113955285189
sub-s002,3,9,Anterior,0.395841787769063
sub-s002,3,10,Anterior,-0.523368942230819
sub-s002,3,11,Anterior,-4.48580985724443
sub-s002,3,12,Anterior,-3.52204796397372
sub-s002,3,13,Anterior,-2.9339263402378
sub-s002,3,14,Anterior,-0.494660404182759
sub-s002,3,15,Anterior,-6.33521993232039
sub-s002,3,16,Anterior,-4.97240076011974
sub-s002,3,17,Anterior,-1.19162780360172
