SubID,Run,Trial,Segment,Beta
sub-s021,1,1,Anterior,0.138058862018008
sub-s021,1,2,Anterior,-3.95082268503404
sub-s021,1,3,Anterior,-2.06666367871108
sub-s021,1,4,Anterior,-1.26570820988667
sub-s021,1,5,Anterior,-1.98816178811643
sub-s021,1,6,Anterior,-0.533510475269248
sub-s021,1,7,Anterior,1.64841309343765
sub-s021,1,8,Anterior,-2.0652165080631
sub-s021,1,9,Anterior,-1.85870913545331
sub-s021,1,10,Anterior,2.56023308526604
sub-s021,1,11,Anterior,1.16206178904301
sub-s021,1,12,Anterior,-1.09147069236684
sub-s021,1,13,Anterior,-3.86479815164761
sub-s021,1,14,Anterior,-1.58782813199345
sub-s021,1,15,Anterior,2.2600628637198
sub-s021,1,16,Anterior,1.97426768560563
sub-s021,1,17,Anterior,-3.4222458432759
sub-s021,1,18,Anterior,-0.79500776945403
sub-s021,1,19,Anterior,0.236284143261371
sub-s021,1,20,Anterior,-0.860748933928628
sub-s021,1,21,Anterior,0.448432395429981
sub-s021,1,22,Anterior,-2.16905301184424
sub-s021,1,23,Anterior,-0.615402584257085
sub-s021,1,24,Anterior,-1.23272744690128
sub-s021,2,1,Anterior,0.313986410236647
sub-s021,2,2,Anterior,-0.545747455930518
sub-s021,2,3,Anterior,0.768091825888522
sub-s021,2,4,Anterior,1.52503508701921
sub-s021,2,5,Anterior,1.14155814312999
sub-s021,2,6,Anterior,-0.782340059462454
sub-s021,2,7,Anterior,3.35346875524697
sub-s021,2,8,Anterior,0.662157318104179
sub-s021,2,9,Anterior,-2.1554383995432
sub-s021,2,10,Anterior,2.21460580585464
sub-s021,2,11,Anterior,0.133093192692726
sub-s021,2,12,Anterior,0.534738693513998
sub-s021,2,13,Anterior,0.028266659937799
sub-s021,2,14,Anterior,1.73492511292927
sub-s021,2,15,Anterior,0.317261521599346
sub-s021,2,16,Anterior,-0.0666940961832992
sub-s021,2,17,Anterior,2.32368662845223
sub-s021,2,18,Anterior,3.02693874650304
sub-s021,2,19,Anterior,-1.6712946669469
sub-s021,2,20,Anterior,0.0596848146449174
sub-s021,2,21,Anterior,-0.924324173743146
sub-s021,2,22,Anterior,1.8372594469317
sub-s021,2,23,Anterior,-0.0272796250459167
sub-s021,2,24,Anterior,3.99210296137889
sub-s021,3,1,Anterior,1.54439559529325
sub-s021,3,2,Anterior,1.71148445379109
sub-s021,3,3,Anterior,3.34343904940291
sub-s021,3,4,Anterior,-1.94596608954241
sub-s021,3,5,Anterior,0.174305582556107
sub-s021,3,6,Anterior,2.52913401103879
sub-s021,3,7,Anterior,1.10224380333638
sub-s021,3,8,Anterior,1.88238045603277
sub-s021,3,9,Anterior,1.72546502369862
sub-s021,3,10,Anterior,-0.0173611339010794
sub-s021,3,11,Anterior,0.962150604464114
sub-s021,3,12,Anterior,1.28084907299959
sub-s021,3,13,Anterior,-0.146687362808734
sub-s021,3,14,Anterior,-0.169248227067592
sub-s021,3,15,Anterior,1.57272037748067
sub-s021,3,16,Anterior,5.71252649992464
sub-s021,3,17,Anterior,-0.194186885570807
sub-s021,3,18,Anterior,-0.283397835829566
sub-s021,3,19,Anterior,4.89381524402228
sub-s021,3,20,Anterior,1.25334408300959
sub-s021,3,21,Anterior,-0.89780647562997
sub-s021,3,22,Anterior,0.520695582490354
sub-s021,3,23,Anterior,-0.469243612140417
sub-s021,3,24,Anterior,0.534956179529188
sub-s021,4,1,Anterior,1.99729378279975
sub-s021,4,2,Anterior,2.04446005214366
sub-s021,4,3,Anterior,3.78420906348695
sub-s021,4,4,Anterior,2.5646595889402
sub-s021,4,5,Anterior,3.92632907657554
sub-s021,4,6,Anterior,3.74653735752368
sub-s021,4,7,Anterior,4.25287767175225
sub-s021,4,8,Anterior,3.16989202264156
sub-s021,4,9,Anterior,-1.76930673546608
sub-s021,4,10,Anterior,2.89748347751916
sub-s021,4,11,Anterior,7.80601204085659
sub-s021,4,12,Anterior,2.52254174766882
sub-s021,4,13,Anterior,-2.52521770201143
sub-s021,4,14,Anterior,2.51031322753237
sub-s021,4,15,Anterior,6.05406600211169
sub-s021,4,16,Anterior,0.345058967134044
sub-s021,4,17,Anterior,2.95783402603082
sub-s021,4,18,Anterior,4.51245822374908
sub-s021,4,19,Anterior,3.55334524095299
sub-s021,4,20,Anterior,3.23850184703066
sub-s021,4,21,Anterior,-0.846249082756619
sub-s021,4,22,Anterior,3.7208458012751
sub-s021,4,23,Anterior,4.63043355473107
sub-s021,4,24,Anterior,5.27930102863109
sub-s021,5,1,Anterior,2.39903372347415
sub-s021,5,2,Anterior,0.574560064356774
sub-s021,5,3,Anterior,-0.80202658662212
sub-s021,5,4,Anterior,5.36139889238703
sub-s021,5,5,Anterior,1.00929835513835
sub-s021,5,6,Anterior,-4.95637383801682
sub-s021,5,7,Anterior,0.974148776983061
sub-s021,5,8,Anterior,1.49134672642685
sub-s021,5,9,Anterior,2.63668351794683
sub-s021,5,10,Anterior,1.70885975157181
sub-s021,5,11,Anterior,-0.33100879922389
sub-s021,5,12,Anterior,2.45658422441451
sub-s021,5,13,Anterior,5.62394806706617
sub-s021,5,14,Anterior,-1.45220484620621
sub-s021,5,15,Anterior,4.2079292146504
sub-s021,5,16,Anterior,4.28065465979518
sub-s021,5,17,Anterior,-2.01885124982425
sub-s021,5,18,Anterior,-1.72277641482651
sub-s021,5,19,Anterior,3.27096736779617
sub-s021,5,20,Anterior,2.28422782675273
sub-s021,5,21,Anterior,1.00754321552813
sub-s021,5,22,Anterior,0.948985041261861
sub-s021,5,23,Anterior,1.40662869522648
sub-s021,5,24,Anterior,-0.463840075625828
sub-s021,6,1,Anterior,0.990018321201205
sub-s021,6,2,Anterior,-2.82859456729174
sub-s021,6,3,Anterior,0.322182326938116
sub-s021,6,4,Anterior,-1.47259975305849
sub-s021,6,5,Anterior,-3.26683417407255
sub-s021,6,6,Anterior,-1.95290737127089
sub-s021,6,7,Anterior,-2.20426703959463
sub-s021,6,8,Anterior,-1.89262847633912
sub-s021,6,9,Anterior,-0.911422733457819
sub-s021,6,10,Anterior,-0.830210923667877
sub-s021,6,11,Anterior,2.47597709769804
sub-s021,6,12,Anterior,-0.165489482723417
sub-s021,6,13,Anterior,-0.847355991151304
sub-s021,6,14,Anterior,-2.04663523352675
sub-s021,6,15,Anterior,2.42991093089504
sub-s021,6,16,Anterior,-1.16060187883915
sub-s021,6,17,Anterior,-0.337024407431243
sub-s021,6,18,Anterior,1.05043285904873
sub-s021,6,19,Anterior,-2.32528333885655
sub-s021,6,20,Anterior,-2.27710745369475
sub-s021,6,21,Anterior,-1.48355358706847
sub-s021,6,22,Anterior,0.854605070165088
sub-s021,6,23,Anterior,1.76972052443682
sub-s021,6,24,Anterior,-3.89285369023621
sub-s021,1,1,Posterior,-0.166028980041276
sub-s021,1,2,Posterior,-1.30174818182171
sub-s021,1,3,Posterior,-2.24186672784131
sub-s021,1,4,Posterior,-2.05940656678687
sub-s021,1,5,Posterior,-5.61514890232477
sub-s021,1,6,Posterior,-0.38299019577921
sub-s021,1,7,Posterior,1.00300557939496
sub-s021,1,8,Posterior,-0.682860193075612
sub-s021,1,9,Posterior,-2.33861574023191
sub-s021,1,10,Posterior,3.03348133070716
sub-s021,1,11,Posterior,1.05341962342761
sub-s021,1,12,Posterior,-1.51283902223704
sub-s021,1,13,Posterior,-3.93047902161448
sub-s021,1,14,Posterior,-1.32275794016133
sub-s021,1,15,Posterior,1.32675724892158
sub-s021,1,16,Posterior,1.67593989864891
sub-s021,1,17,Posterior,-1.09455867503481
sub-s021,1,18,Posterior,0.192643441468606
sub-s021,1,19,Posterior,1.40898097922688
sub-s021,1,20,Posterior,-2.37507635778908
sub-s021,1,21,Posterior,-1.99953129420314
sub-s021,1,22,Posterior,2.23433917417223
sub-s021,1,23,Posterior,-2.69080883958216
sub-s021,1,24,Posterior,-0.716606577360553
sub-s021,2,1,Posterior,-0.145844580445053
sub-s021,2,2,Posterior,2.35810882916096
sub-s021,2,3,Posterior,-0.00667522719194149
sub-s021,2,4,Posterior,-1.1216501348957
sub-s021,2,5,Posterior,-1.07117870103182
sub-s021,2,6,Posterior,1.77161062171618
sub-s021,2,7,Posterior,3.7918955057474
sub-s021,2,8,Posterior,2.47525063202042
sub-s021,2,9,Posterior,1.14783667567274
sub-s021,2,10,Posterior,2.36418167129159
sub-s021,2,11,Posterior,1.39088501113242
sub-s021,2,12,Posterior,2.89326961152256
sub-s021,2,13,Posterior,-0.0662090466839486
sub-s021,2,14,Posterior,0.658064620103687
sub-s021,2,15,Posterior,-0.0579667815874363
sub-s021,2,16,Posterior,1.57776176396372
sub-s021,2,17,Posterior,0.71308642156936
sub-s021,2,18,Posterior,5.07803878265208
sub-s021,2,19,Posterior,-3.24232120135928
sub-s021,2,20,Posterior,-0.372590344021868
sub-s021,2,21,Posterior,3.55882719955568
sub-s021,2,22,Posterior,2.5066926539715
sub-s021,2,23,Posterior,4.44151999493097
sub-s021,2,24,Posterior,2.57410327068948
sub-s021,3,1,Posterior,1.87254924271988
sub-s021,3,2,Posterior,-0.765061796418038
sub-s021,3,3,Posterior,2.36930060184336
sub-s021,3,4,Posterior,-1.67485184536982
sub-s021,3,5,Posterior,-1.42923402551819
sub-s021,3,6,Posterior,2.89222929580137
sub-s021,3,7,Posterior,-0.209015530642475
sub-s021,3,8,Posterior,2.38161746139542
sub-s021,3,9,Posterior,0.856478110020017
sub-s021,3,10,Posterior,-1.11350317082392
sub-s021,3,11,Posterior,2.69808451170784
sub-s021,3,12,Posterior,0.558426147872775
sub-s021,3,13,Posterior,-0.52484480966011
sub-s021,3,14,Posterior,0.317443170199363
sub-s021,3,15,Posterior,-1.65196942668087
sub-s021,3,16,Posterior,0.838404932157699
sub-s021,3,17,Posterior,2.6373055226587
sub-s021,3,18,Posterior,3.32174808977639
sub-s021,3,19,Posterior,0.434187093251866
sub-s021,3,20,Posterior,0.915290710355701
sub-s021,3,21,Posterior,0.580540902848388
sub-s021,3,22,Posterior,0.571514475255691
sub-s021,3,23,Posterior,-0.530056968170764
sub-s021,3,24,Posterior,-1.07981325342352
sub-s021,4,1,Posterior,-2.55574798709231
sub-s021,4,2,Posterior,3.20684489684886
sub-s021,4,3,Posterior,0.985191975607826
sub-s021,4,4,Posterior,0.277522587072875
sub-s021,4,5,Posterior,1.12974609485988
sub-s021,4,6,Posterior,1.57913652417282
sub-s021,4,7,Posterior,3.3034820261026
sub-s021,4,8,Posterior,2.94175732028189
sub-s021,4,9,Posterior,-4.26416987424781
sub-s021,4,10,Posterior,1.64742705820064
sub-s021,4,11,Posterior,1.98587157946594
sub-s021,4,12,Posterior,0.908591426579796
sub-s021,4,13,Posterior,-1.99207716698533
sub-s021,4,14,Posterior,3.42947740260319
sub-s021,4,15,Posterior,3.29089719179118
sub-s021,4,16,Posterior,4.40785738283062
sub-s021,4,17,Posterior,-2.25542778865402
