SubID,Run,Trial,ROI,Vox,MeanBeta
sub-s013,1,1,LH_AMYG,97.1428571428571,0.409864319785803
sub-s013,1,2,LH_AMYG,97.1428571428571,0.970328430566905
sub-s013,1,3,LH_AMYG,97.1428571428571,1.27516961576683
sub-s013,1,4,LH_AMYG,97.1428571428571,0.119916085623393
sub-s013,1,5,LH_AMYG,97.1428571428571,0.286546887825987
sub-s013,1,6,LH_AMYG,97.1428571428571,-1.28692837370982
sub-s013,1,7,LH_AMYG,97.1428571428571,1.02144660606605
sub-s013,1,8,LH_AMYG,97.1428571428571,0.887414276625319
sub-s013,1,9,LH_AMYG,97.1428571428571,1.42633775803221
sub-s013,1,10,LH_AMYG,97.1428571428571,4.44786442765387
sub-s013,1,11,LH_AMYG,97.1428571428571,-0.804570504205943
sub-s013,1,12,LH_AMYG,97.1428571428571,-0.194934150219715
sub-s013,1,13,LH_AMYG,97.1428571428571,2.94652663221379
sub-s013,1,14,LH_AMYG,97.1428571428571,1.25763470209947
sub-s013,1,15,LH_AMYG,97.1428571428571,1.16341521390596
sub-s013,1,16,LH_AMYG,97.1428571428571,-2.25430914798767
sub-s013,1,17,LH_AMYG,97.1428571428571,1.433590260123
sub-s013,1,18,LH_AMYG,97.1428571428571,1.01867320578391
sub-s013,1,19,LH_AMYG,97.1428571428571,1.37676901442288
sub-s013,1,20,LH_AMYG,97.1428571428571,0.602046506291553
sub-s013,1,21,LH_AMYG,97.1428571428571,-0.444237350478393
sub-s013,1,22,LH_AMYG,97.1428571428571,-0.366709845938853
sub-s013,1,23,LH_AMYG,97.1428571428571,1.81701821692977
sub-s013,2,1,LH_AMYG,97.1428571428571,-0.602810377020295
sub-s013,2,2,LH_AMYG,97.1428571428571,1.32851394572679
sub-s013,2,3,LH_AMYG,97.1428571428571,3.43726908609647
sub-s013,2,4,LH_AMYG,97.1428571428571,0.422458572448192
sub-s013,2,5,LH_AMYG,97.1428571428571,0.760224376875563
sub-s013,2,6,LH_AMYG,97.1428571428571,0.910882618262613
sub-s013,2,7,LH_AMYG,97.1428571428571,4.06554013286412
sub-s013,2,8,LH_AMYG,97.1428571428571,-0.412795962343196
sub-s013,2,9,LH_AMYG,97.1428571428571,2.16468695393067
sub-s013,2,10,LH_AMYG,97.1428571428571,0.0870701048656234
sub-s013,2,11,LH_AMYG,97.1428571428571,0.721537442961042
sub-s013,2,12,LH_AMYG,97.1428571428571,2.53921463824183
sub-s013,2,13,LH_AMYG,97.1428571428571,2.82893563464221
sub-s013,2,14,LH_AMYG,97.1428571428571,2.65448214279629
sub-s013,2,15,LH_AMYG,97.1428571428571,1.92705819176651
sub-s013,2,16,LH_AMYG,97.1428571428571,-0.779598422145017
sub-s013,2,17,LH_AMYG,97.1428571428571,1.67206708768367
sub-s013,2,18,LH_AMYG,97.1428571428571,1.06582836694076
sub-s013,2,19,LH_AMYG,97.1428571428571,2.92724057861424
sub-s013,2,20,LH_AMYG,97.1428571428571,1.0564129115591
sub-s013,2,21,LH_AMYG,97.1428571428571,2.02819179612048
sub-s013,2,22,LH_AMYG,97.1428571428571,1.24173954142524
sub-s013,2,23,LH_AMYG,97.1428571428571,0.550279245657079
sub-s013,3,1,LH_AMYG,97.1428571428571,2.43569872680144
sub-s013,3,2,LH_AMYG,97.1428571428571,3.09270300874252
sub-s013,3,3,LH_AMYG,97.1428571428571,-3.19690565017107
sub-s013,3,4,LH_AMYG,97.1428571428571,4.85476860950286
sub-s013,3,5,LH_AMYG,97.1428571428571,6.71065146779102
sub-s013,3,6,LH_AMYG,97.1428571428571,-1.38222247562489
sub-s013,3,7,LH_AMYG,97.1428571428571,3.49074740131863
sub-s013,3,8,LH_AMYG,97.1428571428571,1.11327044171195
sub-s013,3,9,LH_AMYG,97.1428571428571,-0.463242085259251
sub-s013,3,10,LH_AMYG,97.1428571428571,-3.37629157611552
sub-s013,3,11,LH_AMYG,97.1428571428571,0.906852551618544
sub-s013,3,12,LH_AMYG,97.1428571428571,3.12932537107908
sub-s013,3,13,LH_AMYG,97.1428571428571,2.96523199293042
sub-s013,3,14,LH_AMYG,97.1428571428571,3.1186733292181
sub-s013,3,15,LH_AMYG,97.1428571428571,3.15713271108933
sub-s013,3,16,LH_AMYG,97.1428571428571,3.69396879448861
sub-s013,3,17,LH_AMYG,97.1428571428571,-1.13584375519212
sub-s013,3,18,LH_AMYG,97.1428571428571,3.37350296678155
sub-s013,3,19,LH_AMYG,97.1428571428571,2.67158771625978
sub-s013,3,20,LH_AMYG,97.1428571428571,0.140241996392983
sub-s013,3,21,LH_AMYG,97.1428571428571,0.0633834151535475
sub-s013,3,22,LH_AMYG,97.1428571428571,3.1401011502652
sub-s013,3,23,LH_AMYG,97.1428571428571,-0.0633277308231047
sub-s013,4,1,LH_AMYG,97.1428571428571,2.11041451317548
